Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalLiabilities,JobTenure,NetWorth,LoanToIncomeRatio,SavingsToLoanRatio
58,127425,624,0,3,53541,120,5057,0.25,0.476,0,0,1,39,22,47888,30111,103977,20,213081,0.4201732770392227,0.8944006574278137
75,61124,705,1,1,90686,36,850,0.329,0.167,1,2,0,20,46,11603,9773,92540,20,156261,1.4836155419222905,0.1279455710300263
74,54647,715,1,1,77270,72,1450,0.333,0.318,0,4,0,5,23,19373,12789,102273,24,144786,1.41395842482799,0.2507150159827102
35,38139,596,0,1,71973,36,553,0.207,0.174,0,4,0,21,15,23132,8598,85753,8,32564,1.8870739381227055,0.3213938366632395
74,64534,850,1,1,19360,24,2257,0.261,0.42,0,0,0,15,27,30827,5495,11975,4,238855,0.2999922522662121,1.5922214761634212
51,41833,775,0,1,72383,84,1101,0.125,0.316,0,1,0,19,17,6793,410,34288,11,74379,1.730243342735574,0.093846706454465
25,36673,636,0,0,54348,72,717,0.194,0.235,0,1,0,41,2,7982,9901,97628,7,639,1.48192179745869,0.1468656277024416
25,83795,553,0,3,68562,48,3558,0.063,0.51,0,0,0,42,4,30687,2547,44713,3,338805,0.8182013461263068,0.4475737642751921
33,93095,588,0,0,131981,48,3036,0.25,0.391,0,2,0,31,7,55284,15676,121073,6,92474,1.4176871186731976,0.4188753011774332
42,77847,640,1,3,33437,84,1563,0.526,0.241,0,3,0,10,14,24160,2441,24148,8,185073,0.4295164936799918,0.7225312518691309
24,84810,743,0,0,125235,36,1596,0.151,0.226,0,3,0,18,5,58140,170,194209,6,216244,1.4766362853875088,0.4642435082564119
39,106321,622,0,3,28553,84,3235,0.705,0.365,0,1,0,41,14,40150,2181,47299,8,417193,0.2685521340832565,1.4061077257126848
68,78436,671,2,3,69042,24,697,0.451,0.107,0,4,0,44,36,19129,14309,120252,22,67064,0.8802223440468147,0.2770592239618788
71,64613,587,1,1,111332,48,559,0.092,0.104,0,1,0,33,25,5207,15313,39283,18,107197,1.723032160212957,0.0467696011065901
52,41291,625,0,1,21585,36,1249,0.255,0.363,0,3,0,18,10,11577,5846,8537,19,71475,0.5227404824179017,0.5363198369313444
43,63158,581,0,4,20535,48,893,0.26,0.17,0,2,1,6,11,11060,11755,7322,8,238167,0.3251318101933216,0.5385664199454616
75,24765,566,0,3,43316,36,975,0.376,0.472,1,4,0,29,48,6691,6178,59650,18,59146,1.7490107405313735,0.1544659140753053
43,66296,692,0,4,71852,48,1284,0.14,0.232,0,3,0,18,16,34890,2378,121952,8,79853,1.083789613406338,0.4855747150432132
64,55190,565,0,3,72986,120,1231,0.191,0.268,0,0,0,47,44,28099,11834,114756,4,177087,1.3224257578228331,0.3849863674352967
62,29484,577,1,0,8960,12,1189,0.191,0.484,0,2,0,20,15,21851,2140,9482,14,158905,0.3038833305070375,2.438455529516795
18,68568,664,1,1,137092,84,2890,0.085,0.506,0,1,0,28,0,8623,12334,127525,0,22813,1.9993291429071447,0.0628989080405272
63,32643,634,2,3,25715,12,343,0.061,0.126,0,3,0,9,19,23801,5889,13081,18,162215,0.7877404729812523,0.925532742261627
73,18565,739,0,1,33639,72,760,0.165,0.491,0,3,0,10,27,4289,213,51827,6,-35015,1.8118603899601424,0.1274970273483947
65,37368,737,0,1,20390,60,1097,0.362,0.352,0,1,0,9,37,3920,3920,32034,10,23834,0.5456394337552517,0.1922416752488843
48,35918,692,0,0,24049,120,631,0.214,0.211,0,1,0,8,13,5873,9023,13883,8,82672,0.6695342297948161,0.2441995841995842
72,68540,523,0,3,45886,12,3018,0.285,0.528,0,4,0,34,23,57810,7570,28042,1,298343,0.6694679097182709,1.2598339398958311
70,43579,608,1,2,30568,120,1457,0.404,0.401,0,4,1,31,45,25663,10527,53994,24,90464,0.701422670949977,0.8395106153292551
68,38594,692,1,0,79510,84,804,0.481,0.25,0,2,0,18,16,11201,11438,60846,17,50313,2.0601114133955174,0.140873589817761
19,51654,476,0,3,87954,84,313,0.05,0.073,0,1,0,43,0,14799,1752,117491,0,25692,1.7027199690252637,0.1682564947984764
43,32484,696,0,2,6835,12,941,0.395,0.348,0,3,0,41,20,5189,7774,10720,22,22207,0.2104048022164075,0.7590696313633704
36,42685,661,0,0,66243,60,234,0.029,0.066,0,4,1,17,11,37191,4582,53907,11,167811,1.551867122710022,0.5614244308918543
27,55412,472,0,4,90112,48,2121,0.059,0.459,0,2,0,32,7,4139,8902,69904,7,108041,1.6261888004619856,0.0459312196908326
75,65001,710,0,1,116507,36,2437,0.287,0.45,0,3,0,28,21,40951,13334,129324,0,227675,1.79236023506969,0.351486593195317
44,68719,850,0,2,56330,84,1366,0.278,0.239,0,3,0,22,16,21566,8154,86579,0,82224,0.8197031431897556,0.3828442598214127
51,18135,753,0,1,25752,24,751,0.221,0.497,0,0,0,23,11,1114,224,36726,23,-9606,1.419938244375827,0.0432570962606298
24,76828,681,1,1,149231,24,559,0.019,0.087,0,1,0,26,5,42364,9911,236387,2,22917,1.9423785289408948,0.2838801329473571
30,51445,604,0,3,37817,48,1483,0.354,0.346,0,2,1,30,8,24801,2202,43167,11,123910,0.7350814446215449,0.655798825955894
63,48878,491,0,3,64402,60,1885,0.555,0.463,0,4,1,38,36,40843,14346,53775,1,95317,1.3175801468933488,0.6341785320559601
34,72729,772,0,3,132870,72,2707,0.467,0.447,0,0,0,6,5,65448,16070,265642,12,-96494,1.82689399147532,0.4925679794688081
71,67183,745,2,3,89352,120,1571,0.406,0.281,0,1,0,13,52,26571,4044,95408,11,61037,1.3299595141700404,0.2973711011381822
20,58107,586,0,0,57598,12,1995,0.261,0.412,0,1,0,17,1,42683,10914,33774,1,209246,0.9912232394850968,0.741037170784215
60,28796,824,1,4,49767,60,1240,0.101,0.517,0,0,0,46,28,23198,293,41947,7,19298,1.7282008542556515,0.4661228098376467
61,52473,681,0,4,36621,120,2001,0.249,0.458,0,0,0,15,35,14857,1656,18332,7,231706,0.6978884781034417,0.4056851073125443
72,22750,679,2,4,12473,120,918,0.588,0.484,0,2,0,40,21,13514,4591,5831,3,48333,0.5482396378181179,1.08337341670675
32,111053,719,0,1,20444,24,3396,0.02,0.367,0,4,0,10,13,56849,22294,9000,9,306638,0.1840906225800061,2.7805820494008318
41,15548,691,1,0,15909,120,406,0.056,0.313,0,2,0,6,22,11052,1843,7310,2,24116,1.0231526143160332,0.6946574481458202
65,33025,608,0,3,27272,12,959,0.278,0.348,0,0,0,28,26,15466,8601,46591,4,130460,0.8257736328952946,0.5670809958567081
56,55470,597,0,3,52000,60,594,0.1,0.128,0,3,0,21,25,32825,5401,42253,16,243004,0.9374267635340988,0.631237860810369
43,48692,605,0,0,54289,72,920,0.461,0.227,0,0,0,9,11,41395,3556,53954,7,91349,1.1149241164027683,0.7624792779517406
71,47769,743,0,4,25249,12,1196,0.081,0.3,0,1,0,42,36,18477,10800,21055,24,202197,0.5285534854511199,0.7317623762376237
28,86857,586,0,3,60896,48,3775,0.184,0.522,0,3,0,1,3,73484,6360,113101,8,186332,0.7010983444242327,1.2066932689623462
35,61111,691,1,1,33299,72,2209,0.322,0.434,0,2,0,27,8,52320,14335,62722,8,273424,0.544884801675612,1.571171171171171
71,58695,744,0,3,6407,84,2090,0.262,0.427,0,1,0,24,44,7605,2474,4753,3,160567,0.1091556494480032,1.1867977528089888
41,120941,579,0,1,228143,84,1087,0.183,0.108,0,4,0,17,11,62679,2295,302455,17,168573,1.8863835557539976,0.2747343782873974
57,39372,720,0,4,45824,36,950,0.043,0.29,0,2,0,6,24,21630,10848,84388,8,-12372,1.163843242831382,0.472013093289689
24,45359,765,0,0,38535,12,1989,0.507,0.526,0,3,0,3,5,27455,11465,54669,2,76706,0.8495370370370371,0.7124506954536018
40,94204,690,0,1,78529,24,1914,0.723,0.244,0,4,0,28,18,76725,11792,39799,18,371093,0.833596942837429,0.9770151534445436
26,66232,659,1,0,127024,72,468,0.409,0.085,0,3,1,8,2,43370,9676,60937,4,307896,1.917835520057977,0.3414288525880732
37,77166,717,1,1,85507,120,740,0.208,0.115,0,0,0,18,16,61984,15271,133504,3,177677,1.1080772869231663,0.7248912382467138
75,39030,648,2,3,32494,12,1453,0.136,0.447,0,3,0,19,55,28392,3111,40531,5,97140,0.8325177423073967,0.8737344206801047
50,40835,687,0,1,25910,48,1808,0.359,0.531,0,1,0,7,16,30639,4530,22273,22,70306,0.6344891762170634,1.1824707653120297
28,49719,665,1,3,12073,36,554,0.283,0.134,0,1,0,5,4,41496,1630,11220,5,197132,0.2428197908286403,3.4368063607752197
68,71592,669,0,1,62583,84,3120,0.616,0.523,0,1,0,11,41,26516,8387,119564,13,-11323,0.874149707373626,0.4236865652562955
56,104594,604,0,0,140357,84,621,0.225,0.071,0,1,0,40,15,61225,2187,165624,14,136177,1.3419092690855203,0.436205987546132
56,43860,471,0,1,46177,84,482,0.272,0.132,0,0,0,40,34,33024,10880,56477,22,44852,1.0528031736622512,0.7151457403958595
22,64680,597,0,2,115557,36,2935,0.085,0.545,1,2,0,26,2,36458,18047,190843,0,-98211,1.7865679256659606,0.3154952491389605
55,29946,680,0,0,54290,120,269,0.444,0.108,0,1,0,20,22,17881,1085,37917,23,66869,1.81286940261128,0.3293547733510158
48,46917,539,1,0,102880,84,597,0.602,0.153,0,0,0,27,27,33442,372,70324,16,8093,2.1927618398056183,0.3250551608168661
45,28028,603,0,3,29637,72,1227,0.323,0.525,0,0,0,20,8,10835,7163,23576,23,121101,1.0573691533768597,0.3655779742222822
28,61032,636,0,4,8733,48,2766,0.237,0.544,0,2,0,48,6,16960,11831,6480,5,273901,0.1430865269608244,1.941836501030456
50,21624,706,0,0,10832,84,302,0.191,0.168,0,2,1,9,16,15314,996,5147,19,112212,0.5009017341040463,1.413643496722976
29,52904,643,0,1,88232,48,475,0.535,0.108,0,0,1,30,9,38116,8667,41192,4,90329,1.667744069558643,0.431992565140027
43,25143,752,0,3,50242,36,293,0.267,0.14,0,1,0,28,24,7143,3308,32763,20,-4946,1.998170537702832,0.1421690583762912
67,41456,421,0,1,28988,72,411,0.219,0.119,0,1,0,33,22,5005,6527,55316,1,116945,0.6992305280169815,0.1726516954706957
54,28130,566,0,0,14476,120,1174,0.187,0.501,0,4,0,28,34,6113,714,8798,21,88348,0.5145924425011553,0.4222559922635905
70,29954,850,1,1,62271,60,689,0.369,0.276,0,2,0,2,46,6874,7207,89527,18,-27770,2.0788182273410114,0.110386690647482
51,54003,535,0,1,65495,84,1569,0.1,0.349,0,1,0,18,18,47496,12519,60911,18,113255,1.212780534775202,0.725174056430927
68,54867,636,1,3,69028,72,1984,0.72,0.434,0,2,0,5,36,33841,7531,64461,5,66847,1.258073922869432,0.4902432311057671
72,129312,799,0,4,256826,84,2830,0.096,0.263,0,4,0,4,30,111892,20439,414145,13,176249,1.9860802858181312,0.4356707044041319
32,120158,642,0,3,89594,120,1292,0.153,0.129,0,1,0,41,13,12289,33684,132627,3,-2581,0.7456287086277349,0.1371616719683018
36,123385,662,0,4,187439,36,2723,0.14,0.265,0,1,0,40,14,15410,22422,254107,18,146308,1.519126967403109,0.0822129748186086
67,79999,557,2,1,46578,36,2823,0.419,0.423,0,1,1,3,43,21577,7803,61074,6,64444,0.582225,0.4632345048197686
39,38758,715,2,3,47396,120,1641,0.099,0.508,0,0,0,48,18,34865,3091,32227,2,33778,1.2228385665264845,0.7355950798573749
36,39023,692,0,2,16726,24,546,0.473,0.168,0,3,0,14,12,28452,9760,16928,12,106482,0.4286080360803608,1.700962515693191
40,17658,590,0,4,36198,24,540,0.101,0.367,0,1,0,6,12,9510,1003,31799,2,51359,2.049832946372954,0.262714439625404
45,61971,819,0,1,128622,24,2699,0.359,0.523,0,2,0,39,25,21647,5778,62533,9,255295,2.0754857032208096,0.1682980493379877
32,42223,772,0,3,6843,24,1921,0.19,0.546,0,1,0,9,11,18064,2868,5325,9,72055,0.1620642288745737,2.6393921683226185
33,88944,720,1,3,37328,36,2386,0.165,0.322,0,4,0,48,6,50666,18363,20183,10,428496,0.4196750801056833,1.357282541723593
61,48900,507,0,3,86125,72,492,0.458,0.121,0,3,1,18,42,8731,10365,67881,22,60229,1.7612114271691786,0.1013747300466758
45,26712,458,0,3,17147,84,1195,0.261,0.537,0,3,0,44,19,11924,879,6665,3,21474,0.6418972036087298,0.695358059248892
66,72607,578,1,4,112794,48,622,0.26,0.103,0,3,1,34,40,307,18590,48114,16,282605,1.553465182899956,0.0027217518507026
65,70414,597,1,4,14906,120,1558,0.412,0.266,0,0,1,25,36,17825,900,15137,12,270391,0.2116878506000142,1.195746964513316
66,48369,758,0,1,45178,60,1035,0.697,0.257,0,2,0,48,43,31083,4682,35211,0,49397,0.9340086830680172,0.6879966356050378
54,95892,699,0,4,178329,84,1509,0.089,0.189,0,3,1,33,30,28296,20038,88200,16,183702,1.8596665032901252,0.1586721247126114
58,117551,627,0,3,176052,48,5017,0.366,0.512,0,3,0,23,23,96923,2478,195897,7,-13666,1.4976521028991423,0.5505330781071609
22,52406,647,0,1,84307,72,898,0.431,0.206,0,4,0,43,2,18382,9450,138476,2,-25864,1.6086973114278629,0.2180338757887745
36,16747,706,0,1,33596,24,110,0.274,0.079,0,3,1,21,6,12426,2728,29802,15,50468,2.0059708621925005,0.3698544512902937
71,25000,789,0,2,15750,84,280,0.518,0.134,0,2,0,26,50,16636,3974,22004,22,110538,0.6299748010079597,1.0561869087676974
65,99182,623,1,2,188438,36,4455,0.146,0.539,0,1,0,14,19,57696,6452,280907,2,273507,1.8999022009820232,0.3061786572843201
36,43902,527,0,1,77984,12,850,0.3,0.232,0,3,0,3,10,12245,3926,116444,15,-24190,1.7762795253171766,0.1570173751362441
56,56401,537,0,4,23062,120,2076,0.086,0.442,0,4,1,22,34,47966,15409,28065,16,140584,0.4088862097088755,2.079781468152452
73,30849,708,0,4,10444,120,907,0.108,0.353,0,2,0,44,19,18784,3721,3199,17,114985,0.3385413290113452,1.798372426998564
40,43500,639,0,2,9455,36,183,0.115,0.05,0,0,1,43,21,7271,9885,8041,1,139300,0.2173513252568906,0.7689297800338409
36,18266,659,0,4,35253,60,456,0.163,0.3,0,1,0,6,16,8764,3389,17774,15,75983,1.9298735424536049,0.2485959040108923
72,93410,655,0,0,76681,60,3435,0.334,0.441,0,0,0,18,18,65191,26351,55546,13,308051,0.8208990375865798,0.8501473618319815
22,138237,641,1,3,20050,72,4719,0.308,0.41,0,0,0,8,3,58177,40564,7049,2,369299,0.1450397141162343,2.901451299187073
53,201784,662,0,3,378469,48,8522,0.34,0.507,0,1,0,16,30,70832,7141,522282,0,16153,1.8756052233813216,0.1871535392501387
21,91960,717,0,3,53235,24,489,0.193,0.064,0,3,0,7,2,62124,16006,35783,0,280783,0.578886701971488,1.1669546923134722
52,41407,737,0,4,10737,48,846,0.233,0.245,0,4,0,17,31,19947,11560,10384,5,114922,0.2592977202472952,1.8576084932017136
46,53806,586,0,4,6707,24,711,0.204,0.159,0,3,0,11,19,1816,10184,10817,13,57846,0.1246492092106975,0.27072152653548
42,40339,728,0,3,54014,36,914,0.346,0.272,0,1,0,20,23,6942,8578,90153,16,44174,1.338968765493307,0.1285198555956678
24,109153,791,2,1,231930,120,2758,0.075,0.303,0,1,0,8,2,90335,20636,91405,5,422362,2.124796159554391,0.389490839948088
41,33675,795,0,4,64216,12,1007,0.314,0.359,0,1,0,22,18,18231,1656,128162,7,55742,1.9068773013422025,0.2838967874550352
42,47865,576,0,1,19203,24,353,0.112,0.088,0,3,1,41,8,30583,7118,29509,14,91413,0.4011824677223917,1.5925328056654864
72,26658,688,0,3,30322,120,1170,0.295,0.527,0,0,0,2,36,7327,5950,34660,14,52567,1.1374020030758842,0.2416317646670844
61,65210,800,0,3,33982,12,309,0.387,0.057,0,1,1,24,32,53359,9721,50581,21,196515,0.5211084019567251,1.5701674366595062
51,43180,826,0,1,65376,72,744,0.447,0.207,0,3,0,38,26,5682,4326,97030,21,77059,1.5139992126166602,0.0869112990807164
57,29554,804,0,1,34636,48,144,0.177,0.058,0,3,0,24,35,23601,2704,21809,11,140006,1.1719167653527325,0.6813811819730347
34,55918,674,0,3,78038,72,624,0.273,0.134,0,3,0,16,5,49116,6150,97719,11,94808,1.3955542838748904,0.6293776188828663
18,153633,708,0,0,322727,36,6575,0.3,0.514,0,3,1,47,0,25675,35130,379475,0,435133,2.100622258093912,0.0795561587466845
75,136607,647,1,4,253091,12,1596,0.409,0.14,0,1,0,27,26,112084,4519,190557,11,407044,1.852680662918716,0.4428587233101007
60,69667,508,0,1,33371,48,1226,0.317,0.211,0,3,0,7,17,39944,14866,24504,3,160720,0.4790004019061836,1.1969315593911063
25,39669,627,0,3,43958,72,787,0.623,0.238,0,0,0,38,6,3795,8150,74182,7,93865,1.1080917569952105,0.0863304442776223
53,51133,766,0,3,45948,12,597,0.48,0.14,0,1,0,34,26,3527,9324,26199,7,119627,0.8985802010404036,0.0767590154301508
61,56423,644,0,1,107712,36,1452,0.264,0.309,0,1,0,8,13,19308,12201,188598,19,-105888,1.908974904296044,0.1792541290280653
20,77336,595,0,3,43732,72,754,0.2,0.117,0,1,0,28,0,11312,14534,56358,0,207205,0.5654731887712221,0.2586605080831409
70,110173,590,0,0,234145,120,2795,0.266,0.304,0,0,0,23,36,40602,11854,447812,1,115796,2.125229182928822,0.1734046278817489
39,51546,546,1,1,104213,120,2258,0.132,0.526,0,3,0,31,16,5590,6304,94006,2,36090,2.021708343841542,0.0536396261538756
25,52369,697,0,2,20115,60,924,0.187,0.212,0,3,0,45,4,35804,11676,13240,7,233582,0.3840939469161734,1.7798767150526944
57,73255,546,1,2,91750,24,2163,0.571,0.354,0,0,0,9,23,52431,15459,167460,19,234538,1.2524571366167958,0.5714488125470022
19,29053,651,2,0,33325,36,524,0.167,0.216,0,1,0,48,0,10292,5784,49619,0,18870,1.1470021339574583,0.3088279421472724
32,60438,817,0,1,74899,120,2339,0.505,0.464,0,2,0,28,6,27305,16254,30552,3,207637,1.239249491222555,0.3645527369826435
43,125478,699,1,4,32806,12,690,0.192,0.066,1,0,0,29,10,60521,19206,18801,3,386335,0.2614461383976602,1.8447587405126955
53,153165,627,0,1,102938,120,2870,0.243,0.225,0,4,0,6,16,9297,42946,98424,5,257160,0.6720682135722027,0.0903156238160464
46,54346,619,0,3,66555,72,558,0.276,0.123,0,2,0,38,20,1265,3446,29074,0,40450,1.2246306143853387,0.0190065508744515
20,31543,739,2,3,26562,24,1291,0.428,0.491,0,2,0,6,1,8947,9058,8772,0,156502,0.8420618818158763,0.3368218951172684
57,175724,551,0,3,148840,120,1086,0.298,0.074,0,4,0,35,28,83508,43819,130283,20,113731,0.8470052639066724,0.5610550856282879
41,143652,678,2,2,219059,60,6537,0.33,0.546,0,3,1,0,18,13114,40628,155187,5,609624,1.524917683584749,0.0598648772025929
40,52378,674,1,2,87798,60,412,0.379,0.094,0,2,0,37,21,9578,5576,107092,10,85581,1.676206113136944,0.1090900807526281
27,58612,566,1,3,33962,12,1562,0.249,0.32,0,1,0,24,3,151,14319,50385,4,88413,0.5794277719959736,0.0044460147807908
50,32658,770,0,3,39033,36,846,0.184,0.311,0,1,1,27,28,1255,5691,40351,9,-6952,1.1951682537738448,0.0321514577035405
71,103555,537,0,0,205748,12,2394,0.278,0.277,0,0,0,47,35,9793,7244,203903,7,303805,1.986828382710804,0.0475968291461926
37,37498,649,1,0,7888,48,1312,0.103,0.42,1,3,0,43,7,25652,5590,9772,12,66443,0.2103522760606949,3.2516161744200787
31,93334,458,2,1,107432,84,2332,0.367,0.3,0,2,0,22,12,18199,12815,49335,9,315299,1.151036588632346,0.1693986019193357
35,90262,518,0,3,185116,120,3379,0.445,0.449,0,0,0,40,8,25493,162,158409,15,314843,2.050851400906241,0.1377129058919494
67,21706,557,0,1,13201,48,182,0.09,0.101,0,1,0,2,27,8805,780,20180,21,52918,0.6081448380706684,0.6669444023632783
23,78667,541,1,4,46459,84,2124,0.243,0.324,0,1,0,33,3,8725,5646,28952,3,108502,0.590570498805105,0.1877959535083943
31,59524,656,0,3,124104,12,958,0.129,0.193,0,3,0,0,6,42234,15329,204057,1,54796,2.084905501889962,0.3403086096450586
41,83756,738,0,0,125333,12,1648,0.381,0.236,0,1,0,31,22,24302,12668,97451,21,22921,1.4963883615697793,0.1938979047983787
38,61865,758,0,0,43763,36,1477,0.111,0.286,0,1,0,35,15,16877,14657,17124,19,280703,0.7073837002553907,0.3856365962891874
46,22104,616,0,0,20314,48,992,0.046,0.539,0,1,0,28,19,217,5584,16484,20,67881,0.9189776068762724,0.0106817622446468
24,44209,733,0,3,17989,60,1857,0.082,0.504,0,3,1,17,5,30128,8206,8092,1,169382,0.406898891653472,1.6747081712062255
20,91425,805,1,1,182639,24,2654,0.232,0.348,0,2,1,38,1,33729,10931,132405,0,141974,1.997670246975696,0.1846747700394218
19,47173,704,0,1,82015,12,1341,0.044,0.341,0,3,0,26,0,25630,6942,114594,0,-7898,1.738563615550939,0.3125
65,34195,692,0,0,35516,48,774,0.036,0.272,0,0,0,6,46,9761,5330,28542,1,84598,1.03860100596561,0.2748261395951235
60,70831,738,0,4,108908,24,368,0.527,0.062,0,0,1,45,15,11185,18890,211403,0,-98438,1.5375536480686696,0.1027004196163769
75,50770,653,0,1,62694,84,1446,0.113,0.342,0,0,0,43,23,18283,13336,56480,24,155904,1.2348387859210967,0.2916181513677326
65,38669,629,0,4,33038,36,648,0.388,0.201,0,1,1,47,34,2191,6698,56995,17,59840,0.8543573829842255,0.0663155664517691
53,37699,795,0,1,24838,24,209,0.404,0.067,0,4,0,8,33,1393,6867,43995,10,147027,0.6588328912466843,0.0560811626877088
49,35690,555,0,4,62008,72,877,0.294,0.295,0,1,0,33,20,27143,2933,49431,15,103435,1.7373567566053068,0.4377267815962199
46,62332,629,0,2,114598,24,979,0.754,0.188,0,0,0,37,23,28115,17357,127740,19,196386,1.8384804196813889,0.2453337289156101
42,60863,743,2,0,54123,60,1380,0.421,0.272,0,4,0,29,21,5162,11386,92271,10,81653,0.8892448738170347,0.0953735865789668
39,18279,715,2,1,24097,60,156,0.646,0.102,0,3,0,18,17,6270,841,29623,0,51780,1.3182166301969365,0.260187567432982
59,67065,618,0,0,130484,120,2604,0.761,0.466,0,4,0,17,16,55180,13419,43586,17,281521,1.9456058211314229,0.4228838563819596
63,30376,606,0,3,58426,12,820,0.382,0.324,0,1,0,18,23,20987,5251,87388,13,64395,1.9233630707443128,0.3592003696920944
21,42004,697,0,0,90031,12,656,0.324,0.187,0,2,0,36,2,13414,12418,64579,0,-12553,2.143340078562076,0.1489914696996623
63,33534,645,0,3,26123,12,1200,0.44,0.429,0,2,0,46,36,290,1505,39380,16,40248,0.7789771880125242,0.0111009033838615
24,118034,608,0,1,228492,72,2382,0.522,0.242,0,4,0,13,5,67827,16129,142621,2,303160,1.9357987037743043,0.2968449799337397
39,117807,592,2,2,223926,48,2281,0.3,0.232,0,1,0,22,6,104967,11677,112850,16,367441,1.900770745619992,0.4687554426219259
57,27193,684,0,3,59778,84,928,0.094,0.41,0,0,0,44,33,3443,5553,79474,16,-7910,2.198205486504376,0.05759547667241
73,67470,570,0,4,56435,12,2878,0.273,0.512,0,3,1,11,30,45498,14554,111748,10,156952,0.836433430659098,0.8061875398681693
63,102635,730,0,1,101223,48,731,0.085,0.085,0,1,1,43,25,60564,14962,34112,13,519341,0.9862329007365837,0.5983166047577649
52,38608,751,0,3,53830,60,781,0.195,0.243,0,0,0,28,26,19815,6702,79323,1,995,1.394234504908182,0.3680964500009288
34,31521,661,0,4,50495,48,1242,0.177,0.473,0,1,0,15,9,11873,463,16827,11,87037,1.6018970877482392,0.2351275348542458
28,54374,568,0,3,33423,48,777,0.145,0.171,0,4,1,24,6,38902,10098,12338,2,147152,0.6146758620689655,1.1638942077549066
42,30080,714,0,4,39314,24,1338,0.156,0.534,0,3,0,18,13,22240,5499,24741,19,107945,1.3069379342442071,0.5656873966679384
64,23006,658,0,4,50244,48,680,0.13,0.355,0,1,0,41,14,5631,4869,89995,11,-47711,2.18385708697353,0.1120708528211762
64,190102,619,0,1,130992,84,4748,0.368,0.3,0,3,0,47,30,167058,13006,156662,7,929743,0.6890580369589118,1.275320055270129
20,10007,683,0,2,15047,120,59,0.53,0.071,0,1,0,30,1,4670,2852,19671,0,7595,1.5034972022382094,0.3103402445507708
63,26704,478,0,0,33153,12,959,0.025,0.431,0,4,0,9,31,359,1661,45160,7,46724,1.2414529114398052,0.0108282560173734
52,100008,640,1,1,17384,60,1992,0.374,0.239,0,1,0,41,21,79397,2451,32859,12,286414,0.1738243558079772,4.566983031348864
43,45932,591,2,0,9368,120,1090,0.488,0.285,0,3,0,29,15,30325,5713,2974,6,132755,0.2039492304008011,3.2367381791012915
48,36618,591,0,1,78186,72,1108,0.353,0.363,0,2,0,0,9,18823,10131,139522,15,22074,2.135121111991043,0.2407433460805504
57,70266,644,1,4,134189,72,2087,0.429,0.356,0,0,0,48,29,24968,8874,76607,0,179019,1.9097015668806123,0.18606453536031
25,20519,670,0,1,17406,60,496,0.229,0.29,0,0,0,12,4,1234,4713,16128,3,62568,0.8482456140350877,0.0708910208536795
21,41466,644,0,4,9796,48,397,0.456,0.115,0,1,0,1,1,22236,6638,12914,3,63566,0.2362360431186244,2.2696743901194245
64,38860,625,1,1,50266,120,1578,0.543,0.487,0,4,1,21,44,33069,5328,76462,13,145418,1.2934818970175754,0.6578669902719478
64,94199,461,0,3,107506,60,2364,0.257,0.301,0,1,0,24,34,71334,8866,208063,18,104384,1.1412526539278132,0.6635288864911122
18,21590,601,0,1,46905,60,365,0.048,0.203,0,1,0,2,0,6213,6033,27726,0,42467,2.1724329581770183,0.1324564021660342
64,85610,609,1,2,162984,72,1623,0.021,0.227,0,0,0,42,30,59027,13648,105297,21,220537,1.903774047727512,0.3621621621621622
24,66240,710,0,0,133670,48,712,0.227,0.129,0,1,0,30,3,42648,17053,222625,5,15739,2.017934511858215,0.3190520008079539
37,34461,607,1,4,3984,120,511,0.517,0.178,0,3,0,0,8,10443,387,5700,14,121043,0.1156055945679298,2.620577164366374
32,95392,683,0,1,90112,48,3844,0.687,0.484,0,4,0,40,13,33877,11698,130472,9,149324,0.9446395437820384,0.3759390986872038
47,31148,681,0,1,41096,24,1166,0.195,0.449,0,0,0,34,15,3012,4844,36289,19,19074,1.3193360942566374,0.0732900211694284
47,57472,602,0,3,63625,72,1779,0.467,0.371,0,3,0,15,26,9298,10196,77200,7,98466,1.1070415673446663,0.1461352277370886
41,44731,550,1,3,38988,120,1732,0.558,0.465,0,4,0,33,12,22768,12395,13497,22,236275,0.8715908074756327,0.5839595783426095
72,47599,689,0,0,51264,24,494,0.327,0.125,0,0,0,32,50,24111,11211,74044,22,126752,1.0769747899159663,0.470320881693163
64,42715,557,0,4,67122,48,919,0.243,0.258,1,4,1,26,29,4778,1755,79670,3,102654,1.5713549957861224,0.0711827540485377
57,42434,702,0,3,25727,48,1159,0.253,0.328,0,4,0,31,15,35166,2579,11685,9,113164,0.6062684105101921,1.366837686567164
36,59107,449,0,4,41669,72,1708,0.074,0.347,0,4,0,0,5,27163,8774,25439,4,178549,0.7049637950869595,0.651859851211903
29,47476,666,0,1,63572,12,1675,0.61,0.423,0,0,0,4,10,28766,9264,90645,1,-17674,1.3390062556606357,0.4524876913154956
56,88886,532,0,1,129919,120,1218,0.291,0.164,1,3,0,16,15,76409,13928,172196,4,133184,1.4616198094209505,0.588123460591133
